2018-06-26 13:12:20.6737||DEBUG|BookingApp3.Program|init main |url: |action: 
2018-06-26 13:12:25.1708||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_Configuration |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.1708||INFO|BookingApp3.Controllers.ValuesController|Public Method : ConfigureServices |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.1708||INFO|BookingApp3.Controllers.ValuesController|Public Method : Configure |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.1869||INFO|BookingApp3.Controllers.ValuesController|Public Method : ToString |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.1869||INFO|BookingApp3.Controllers.ValuesController|Public Method : Equals |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.1869||INFO|BookingApp3.Controllers.ValuesController|Public Method : GetHashCode |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.2058||INFO|BookingApp3.Controllers.ValuesController|Public Method : GetType |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.2058||INFO|BookingApp3.Controllers.ValuesController|Public Class : aContext |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.2207||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_Assets |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.2207||INFO|BookingApp3.Controllers.ValuesController|Public Method : set_Assets |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.2375||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_Owner |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.2516||INFO|BookingApp3.Controllers.ValuesController|Public Method : set_Owner |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.2516||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_Room |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.2675||INFO|BookingApp3.Controllers.ValuesController|Public Method : set_Room |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.2675||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_Database |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.2786||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_ChangeTracker |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.2786||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_Model |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.2786||INFO|BookingApp3.Controllers.ValuesController|Public Method : Set |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.3073||INFO|BookingApp3.Controllers.ValuesController|Public Method : Query |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.3176||INFO|BookingApp3.Controllers.ValuesController|Public Method : SaveChanges |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.3176||INFO|BookingApp3.Controllers.ValuesController|Public Method : SaveChanges |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.3354||INFO|BookingApp3.Controllers.ValuesController|Public Method : SaveChangesAsync |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.3531||INFO|BookingApp3.Controllers.ValuesController|Public Method : SaveChangesAsync |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.3620||INFO|BookingApp3.Controllers.ValuesController|Public Method : Dispose |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.3620||INFO|BookingApp3.Controllers.ValuesController|Public Method : Entry |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.3721||INFO|BookingApp3.Controllers.ValuesController|Public Method : Entry |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.3721||INFO|BookingApp3.Controllers.ValuesController|Public Method : Add |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.3721||INFO|BookingApp3.Controllers.ValuesController|Public Method : AddAsync |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.3912||INFO|BookingApp3.Controllers.ValuesController|Public Method : Attach |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.3912||INFO|BookingApp3.Controllers.ValuesController|Public Method : Update |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.4030||INFO|BookingApp3.Controllers.ValuesController|Public Method : Remove |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.4030||INFO|BookingApp3.Controllers.ValuesController|Public Method : Add |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.4208||INFO|BookingApp3.Controllers.ValuesController|Public Method : AddAsync |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.4208||INFO|BookingApp3.Controllers.ValuesController|Public Method : Attach |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.4341||INFO|BookingApp3.Controllers.ValuesController|Public Method : Update |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.4341||INFO|BookingApp3.Controllers.ValuesController|Public Method : Remove |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.4542||INFO|BookingApp3.Controllers.ValuesController|Public Method : AddRange |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.4657||INFO|BookingApp3.Controllers.ValuesController|Public Method : AddRangeAsync |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.4657||INFO|BookingApp3.Controllers.ValuesController|Public Method : AttachRange |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.4814||INFO|BookingApp3.Controllers.ValuesController|Public Method : UpdateRange |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.4814||INFO|BookingApp3.Controllers.ValuesController|Public Method : RemoveRange |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.4814||INFO|BookingApp3.Controllers.ValuesController|Public Method : AddRange |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.4986||INFO|BookingApp3.Controllers.ValuesController|Public Method : AddRangeAsync |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.4986||INFO|BookingApp3.Controllers.ValuesController|Public Method : AttachRange |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.4986||INFO|BookingApp3.Controllers.ValuesController|Public Method : UpdateRange |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.5166||INFO|BookingApp3.Controllers.ValuesController|Public Method : RemoveRange |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.5166||INFO|BookingApp3.Controllers.ValuesController|Public Method : Find |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.5296||INFO|BookingApp3.Controllers.ValuesController|Public Method : FindAsync |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.5296||INFO|BookingApp3.Controllers.ValuesController|Public Method : FindAsync |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.5296||INFO|BookingApp3.Controllers.ValuesController|Public Method : Find |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.5485||INFO|BookingApp3.Controllers.ValuesController|Public Method : FindAsync |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.5485||INFO|BookingApp3.Controllers.ValuesController|Public Method : FindAsync |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.5600||INFO|BookingApp3.Controllers.ValuesController|Public Method : ToString |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.5600||INFO|BookingApp3.Controllers.ValuesController|Public Method : Equals |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.5600||INFO|BookingApp3.Controllers.ValuesController|Public Method : GetHashCode |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.5813||INFO|BookingApp3.Controllers.ValuesController|Public Method : GetType |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.5813||INFO|BookingApp3.Controllers.ValuesController|Public Class : Assets |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.6002||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_AId |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.6059||INFO|BookingApp3.Controllers.ValuesController|Public Method : set_AId |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.6059||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_AName |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.6059||INFO|BookingApp3.Controllers.ValuesController|Public Method : set_AName |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.6231||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_AAdd1 |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.6231||INFO|BookingApp3.Controllers.ValuesController|Public Method : set_AAdd1 |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.6371||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_AAdd2 |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.6371||INFO|BookingApp3.Controllers.ValuesController|Public Method : set_AAdd2 |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.6371||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_Type |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.6607||INFO|BookingApp3.Controllers.ValuesController|Public Method : set_Type |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.6607||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_OId |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.6739||INFO|BookingApp3.Controllers.ValuesController|Public Method : set_OId |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.6739||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_O |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.6918||INFO|BookingApp3.Controllers.ValuesController|Public Method : set_O |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.6918||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_Room |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.7021||INFO|BookingApp3.Controllers.ValuesController|Public Method : set_Room |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.7021||INFO|BookingApp3.Controllers.ValuesController|Public Method : ToString |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.7021||INFO|BookingApp3.Controllers.ValuesController|Public Method : Equals |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.7198||INFO|BookingApp3.Controllers.ValuesController|Public Method : GetHashCode |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.7198||INFO|BookingApp3.Controllers.ValuesController|Public Method : GetType |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.7333||INFO|BookingApp3.Controllers.ValuesController|Public Class : JwtIssuerOptions |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.7333||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_Issuer |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.7333||INFO|BookingApp3.Controllers.ValuesController|Public Method : set_Issuer |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.7526||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_Subject |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.7620||INFO|BookingApp3.Controllers.ValuesController|Public Method : set_Subject |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.7620||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_Audience |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.7790||INFO|BookingApp3.Controllers.ValuesController|Public Method : set_Audience |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.7790||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_Expiration |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.7945||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_NotBefore |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.8160||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_IssuedAt |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.8270||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_ValidFor |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.8270||INFO|BookingApp3.Controllers.ValuesController|Public Method : set_ValidFor |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.8556||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_JtiGenerator |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.8556||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_SigningCredentials |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.8974||INFO|BookingApp3.Controllers.ValuesController|Public Method : set_SigningCredentials |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.9157||INFO|BookingApp3.Controllers.ValuesController|Public Method : ToString |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.9268||INFO|BookingApp3.Controllers.ValuesController|Public Method : Equals |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.9346||INFO|BookingApp3.Controllers.ValuesController|Public Method : GetHashCode |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.9346||INFO|BookingApp3.Controllers.ValuesController|Public Method : GetType |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.9533||INFO|BookingApp3.Controllers.ValuesController|Public Class : Owner |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.9658||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_OwnerId |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.9658||INFO|BookingApp3.Controllers.ValuesController|Public Method : set_OwnerId |url: http://localhost/api/values|action: Get
2018-06-26 13:12:25.9830||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_Name |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.0043||INFO|BookingApp3.Controllers.ValuesController|Public Method : set_Name |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.0043||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_Email |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.0191||INFO|BookingApp3.Controllers.ValuesController|Public Method : set_Email |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.0191||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_Passcode |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.0328||INFO|BookingApp3.Controllers.ValuesController|Public Method : set_Passcode |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.0328||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_Assets |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.0490||INFO|BookingApp3.Controllers.ValuesController|Public Method : set_Assets |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.0490||INFO|BookingApp3.Controllers.ValuesController|Public Method : ToString |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.0655||INFO|BookingApp3.Controllers.ValuesController|Public Method : Equals |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.0655||INFO|BookingApp3.Controllers.ValuesController|Public Method : GetHashCode |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.0850||INFO|BookingApp3.Controllers.ValuesController|Public Method : GetType |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.0948||INFO|BookingApp3.Controllers.ValuesController|Public Class : Room |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.0948||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_RId |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.1086||INFO|BookingApp3.Controllers.ValuesController|Public Method : set_RId |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.1086||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_RNo |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.1220||INFO|BookingApp3.Controllers.ValuesController|Public Method : set_RNo |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.1220||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_RRate |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.1399||INFO|BookingApp3.Controllers.ValuesController|Public Method : set_RRate |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.1399||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_RCategory |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.1568||INFO|BookingApp3.Controllers.ValuesController|Public Method : set_RCategory |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.1568||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_RStatus |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.1708||INFO|BookingApp3.Controllers.ValuesController|Public Method : set_RStatus |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.1708||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_AId |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.1839||INFO|BookingApp3.Controllers.ValuesController|Public Method : set_AId |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.1839||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_A |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.1839||INFO|BookingApp3.Controllers.ValuesController|Public Method : set_A |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.1997||INFO|BookingApp3.Controllers.ValuesController|Public Method : ToString |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.1997||INFO|BookingApp3.Controllers.ValuesController|Public Method : Equals |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.1997||INFO|BookingApp3.Controllers.ValuesController|Public Method : GetHashCode |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.2190||INFO|BookingApp3.Controllers.ValuesController|Public Method : GetType |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.2190||INFO|BookingApp3.Controllers.ValuesController|Abstract Class : Constants |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.2306||INFO|BookingApp3.Controllers.ValuesController|Public Method : ToString |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.2306||INFO|BookingApp3.Controllers.ValuesController|Public Method : Equals |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.2481||INFO|BookingApp3.Controllers.ValuesController|Public Method : GetHashCode |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.2481||INFO|BookingApp3.Controllers.ValuesController|Public Method : GetType |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.2481||INFO|BookingApp3.Controllers.ValuesController|Abstract Class : Errors |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.2655||INFO|BookingApp3.Controllers.ValuesController|Public Method : AddErrorsToModelState |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.2655||INFO|BookingApp3.Controllers.ValuesController|Public Method : AddErrorToModelState |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.2897||INFO|BookingApp3.Controllers.ValuesController|Public Method : ToString |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.2986||INFO|BookingApp3.Controllers.ValuesController|Public Method : Equals |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.2986||INFO|BookingApp3.Controllers.ValuesController|Public Method : GetHashCode |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.3194||INFO|BookingApp3.Controllers.ValuesController|Public Method : GetType |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.3373||INFO|BookingApp3.Controllers.ValuesController|Public Class : Tokens |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.3491||INFO|BookingApp3.Controllers.ValuesController|Public Method : GenerateJwt |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.3491||INFO|BookingApp3.Controllers.ValuesController|Public Method : ToString |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.3631||INFO|BookingApp3.Controllers.ValuesController|Public Method : Equals |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.3631||INFO|BookingApp3.Controllers.ValuesController|Public Method : GetHashCode |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.3775||INFO|BookingApp3.Controllers.ValuesController|Public Method : GetType |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.3775||INFO|BookingApp3.Controllers.ValuesController|Public Class : OwnerAuthController |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.3880||INFO|BookingApp3.Controllers.ValuesController|Public Method : set_ViewData |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.3880||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_ViewData |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.4029||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_TempData |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.4029||INFO|BookingApp3.Controllers.ValuesController|Public Method : set_TempData |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.4029||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_ViewBag |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.4247||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_HttpContext |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.4393||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_Request |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.4502||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_Response |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.4502||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_RouteData |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.4691||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_ModelState |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.4691||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_ControllerContext |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.4854||INFO|BookingApp3.Controllers.ValuesController|Public Method : set_ControllerContext |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.5073||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_MetadataProvider |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.5646||INFO|BookingApp3.Controllers.ValuesController|Public Method : set_MetadataProvider |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.5774||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_ModelBinderFactory |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.5774||INFO|BookingApp3.Controllers.ValuesController|Public Method : set_ModelBinderFactory |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.5958||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_Url |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.6075||INFO|BookingApp3.Controllers.ValuesController|Public Method : set_Url |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.6075||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_ObjectValidator |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.6219||INFO|BookingApp3.Controllers.ValuesController|Public Method : set_ObjectValidator |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.6219||INFO|BookingApp3.Controllers.ValuesController|Public Method : get_User |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.6387||INFO|BookingApp3.Controllers.ValuesController|Public Method : Get |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.6652||INFO|BookingApp3.Controllers.ValuesController|Public Method : Get |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.6722||INFO|BookingApp3.Controllers.ValuesController|Public Method : Post |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.6722||INFO|BookingApp3.Controllers.ValuesController|Public Method : Put |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.6853||INFO|BookingApp3.Controllers.ValuesController|Public Method : Delete |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.6853||INFO|BookingApp3.Controllers.ValuesController|Public Method : View |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.6853||INFO|BookingApp3.Controllers.ValuesController|Public Method : View |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.7052||INFO|BookingApp3.Controllers.ValuesController|Public Method : View |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.7052||INFO|BookingApp3.Controllers.ValuesController|Public Method : View |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.7244||INFO|BookingApp3.Controllers.ValuesController|Public Method : PartialView |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.7372||INFO|BookingApp3.Controllers.ValuesController|Public Method : PartialView |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.7473||INFO|BookingApp3.Controllers.ValuesController|Public Method : PartialView |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.7473||INFO|BookingApp3.Controllers.ValuesController|Public Method : PartialView |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.7473||INFO|BookingApp3.Controllers.ValuesController|Public Method : ViewComponent |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.7675||INFO|BookingApp3.Controllers.ValuesController|Public Method : ViewComponent |url: http://localhost/api/values|action: Get
2018-06-26 13:12:26.7808||INFO|BookingApp3.Controllers.ValuesController|Public Method : ViewComponent |url: http://localhost/api/values|action: Get
